 0.505017,  0.989967
 0.682274,  0.635452
 0.491639,  0.000000
 0.070234,  0.000000
 0.107023,  0.000000
 0.852843,  0.294314
 0.317726,  0.000000
 0.020067,  0.000000
 0.722408,  0.555184
 0.200669,  0.000000
 0.387960,  0.000000
 0.518395,  0.963211
 0.973244,  0.053512
 0.816054,  0.367893
 0.802676,  0.394649
 0.140468,  0.000000
 0.193980,  0.000000
 0.826087,  0.347826
 0.080268,  0.000000
 0.287625,  0.000000
 0.464883,  0.000000
 0.391304,  0.000000
 0.832776,  0.334448
 0.806020,  0.387960
 0.083612,  0.000000
 0.397993,  0.000000
 0.759197,  0.481605
 0.264214,  0.000000
 0.752508,  0.494983
 0.628763,  0.742475
 0.290970,  0.000000
 0.725753,  0.548495
 0.729097,  0.541806
 0.976589,  0.046823
 0.167224,  0.000000
 0.254181,  0.000000
 0.250836,  0.000000
 0.197324,  0.000000
 0.190635,  0.000000
 0.337793,  0.000000
 0.979933,  0.040134
 0.745819,  0.508361
 0.454849,  0.000000
 0.739130,  0.521739
 0.381271,  0.000000
 0.545151,  0.909699
 0.060201,  0.000000
 0.943144,  0.113712
 0.327759,  0.000000
 0.983278,  0.033445
 0.926421,  0.147157
 0.123746,  0.000000
 0.535117,  0.929766
 0.331104,  0.000000
 0.698997,  0.602007
 0.066890,  0.000000
 0.755853,  0.488294
 0.762542,  0.474916
 1.000000, -0.000000
 0.113712,  0.000000
 0.147157,  0.000000
 0.561873,  0.876254
 0.615385,  0.769231
 0.668896,  0.662207
 0.899666,  0.200669
 0.712375,  0.575251
 0.461538,  0.000000
 0.270903,  0.000000
 0.548495,  0.903010
 0.856187,  0.287625
 0.622074,  0.755853
 0.374582,  0.000000
 0.822742,  0.354515
 0.428094,  0.000000
 0.481605,  0.000000
 0.030100,  0.000000
 0.494983,  0.000000
 0.163880,  0.000000
 0.812709,  0.374582
 0.605351,  0.789298
 0.568562,  0.862876
 0.484950,  0.000000
 0.618729,  0.762542
